CONSUMO,RENDA,IDADE,LATITUDE,LONGITUDE,CLUSTER
SERVICO,"DE R$ 1.900,00 A R$ 3.800,00",84.0,-30.08923216,-51.05846,2
VAREJO,"DE R$ 1.900,00 A R$ 3.800,00",40.0,-16.28316735,-48.93789759,2
SERVICO,"DE R$ 788,00 A R$ 1.140,00",41.0,-16.37671778,-49.47997667,2
SERVICO,"DE R$ 1.900,00 A R$ 3.800,00",53.0,-13.2724579,-39.66086968,2
VESTUARIO,"DE R$ 788,00 A R$ 1.140,00",35.0,-8.15966,-70.76920329,2
SERVICO,"DE R$ 1.900,00 A R$ 3.800,00",74.0,-29.13705923,-56.53528462,2
SERVICO,"DE R$ 788,00 A R$ 1.140,00",39.0,-8.754715438,-63.81824967,2
VESTUARIO,"DE R$ 788,00 A R$ 1.140,00",68.0,-23.70450353,-46.63252059,2
SERVICO,"DE R$ 1.900,00 A R$ 3.800,00",50.0,-19.44561818,-44.74287,2
SERVICO,"MAIOR QUE R$ 7.600,00",57.0,-31.75400402,-52.32821059,2
ARTIGOS ELETRO,"DE R$ 1.900,00 A R$ 3.800,00",49.0,-18.100556,-54.551944,2
SERVICO,"DE R$ 3.800,00 A R$ 7.600,00",46.0,-12.76908298,-39.52442152,2
VESTUARIO,"DE R$ 788,00 A R$ 1.140,00",73.0,-16.61098,-51.09605,2
SERVICO,"DE R$ 1.900,00 A R$ 3.800,00",47.0,-8.065114444,-34.93309926,2
SERVICO,"DE R$ 788,00 A R$ 1.140,00",44.0,-12.88894,-38.67959,2
VESTUARIO,"DE R$ 1.900,00 A R$ 3.800,00",48.0,-19.79861818,-43.95474182,2
VESTUARIO,"DE R$ 788,00 A R$ 1.140,00",58.0,-19.92443106,-43.97435761,2
LOJA DE DEPART,"DE R$ 788,00 A R$ 1.140,00",62.0,-29.1318255,-56.537873,2
VAREJO,"DE R$ 788,00 A R$ 1.140,00",36.0,-8.15966,-70.76920329,2
FARMACIAS,"DE R$ 1.900,00 A R$ 3.800,00",41.0,-4.946667,-47.504722,2
LOJA DE DEPART,"DE R$ 788,00 A R$ 1.140,00",30.0,-8.15966,-70.76920329,2
FARMACIAS,"DE R$ 788,00 A R$ 1.140,00",52.0,,,2
LOJA DE DEPART,"DE R$ 1.900,00 A R$ 3.800,00",61.0,-20.38908,-54.56801,2
VAREJO,"DE R$ 3.800,00 A R$ 7.600,00",45.0,-13.00665354,-38.47959696,2
RESTAURANTE,"DE R$ 788,00 A R$ 1.140,00",33.0,-8.161389,-70.765556,2
M.O.T.O.,"DE R$ 1.900,00 A R$ 3.800,00",88.0,-20.250922,-46.36503229,2
M.O.T.O.,"DE R$ 788,00 A R$ 1.140,00",47.0,-19.865278,-47.44,2
VAREJO,"DE R$ 788,00 A R$ 1.140,00",87.0,-8.467214444,-35.72773074,2
SERVICO,"DE R$ 788,00 A R$ 1.140,00",50.0,,,2
VAREJO,"DE R$ 3.800,00 A R$ 7.600,00",47.0,-1.35512,-48.38677,2
RESTAURANTE,"DE R$ 1.900,00 A R$ 3.800,00",40.0,-3.778285385,-38.50162538,2
SERVICO,"DE R$ 1.900,00 A R$ 3.800,00",39.0,-16.3817,-49.48545,2
TRANS FINANC,"DE R$ 1.900,00 A R$ 3.800,00",43.0,-29.67403658,-51.16095248,2
RESTAURANTE,"DE R$ 1.900,00 A R$ 3.800,00",63.0,-20.638333,-51.109167,2
RESTAURANTE,"DE R$ 3.800,00 A R$ 7.600,00",66.0,-23.2533525,-46.8585625,2
RESTAURANTE,"DE R$ 788,00 A R$ 1.140,00",42.0,-6.003056,-40.292778,2
RESTAURANTE,"DE R$ 1.900,00 A R$ 3.800,00",46.0,,,2
RESTAURANTE,"DE R$ 788,00 A R$ 1.140,00",47.0,,,2
RESTAURANTE,"DE R$ 1.900,00 A R$ 3.800,00",65.0,-20.36274859,-41.96283775,2
SUPERMERCADOS,"DE R$ 1.900,00 A R$ 3.800,00",76.0,-20.62845,-51.10935,2
VAREJO,"DE R$ 788,00 A R$ 1.140,00",69.0,-20.20390082,-50.93786689,2
RESTAURANTE,"DE R$ 3.800,00 A R$ 7.600,00",50.0,-25.40480634,-49.33429098,2
RESTAURANTE,"DE R$ 1.900,00 A R$ 3.800,00",55.0,-22.69182,-43.58729429,2
SUPERMERCADOS,"DE R$ 1.900,00 A R$ 3.800,00",50.0,,,2
RESTAURANTE,"DE R$ 788,00 A R$ 1.140,00",51.0,-3.842470667,-40.91650133,2
VAREJO,"DE R$ 788,00 A R$ 1.140,00",70.0,,,2
VAREJO,"DE R$ 788,00 A R$ 1.140,00",57.0,-20.48189,-54.74906,2
POSTO DE GAS,"DE R$ 3.800,00 A R$ 7.600,00",40.0,-15.778875,-47.878665,2
SERVICO,"DE R$ 788,00 A R$ 1.140,00",48.0,-8.52437,-36.44872,2
RESTAURANTE,"DE R$ 788,00 A R$ 1.140,00",39.0,-4.8718,-43.37349,2
POSTO DE GAS,"DE R$ 788,00 A R$ 1.140,00",34.0,-1.058036338,-46.7622093,2
VAREJO,"DE R$ 1.900,00 A R$ 3.800,00",44.0,-12.79005778,-38.40185111,2
VAREJO,"DE R$ 788,00 A R$ 1.140,00",47.0,-19.93947,-43.98937,2
RESTAURANTE,"DE R$ 788,00 A R$ 1.140,00",46.0,-5.121163953,-60.3824207,2
RESTAURANTE,"DE R$ 1.900,00 A R$ 3.800,00",40.0,-16.5231,-50.37668738,2
M.O.T.O.,"DE R$ 788,00 A R$ 1.140,00",50.0,-7.95925375,-36.1998875,2
POSTO DE GAS,"DE R$ 788,00 A R$ 1.140,00",36.0,-1.391165211,-48.4215949,2
RESTAURANTE,"DE R$ 788,00 A R$ 1.140,00",38.0,-1.674167,-47.771111,2
FARMACIAS,"DE R$ 1.900,00 A R$ 3.800,00",32.0,-1.47228149,-48.48945327,2
VAREJO,"DE R$ 1.900,00 A R$ 3.800,00",42.0,-18.99498438,-50.54183313,2
SUPERMERCADOS,"DE R$ 1.900,00 A R$ 3.800,00",69.0,-21.30244365,-50.32744203,2
RESTAURANTE,"DE R$ 1.900,00 A R$ 3.800,00",38.0,-18.556667,-51.130833,2
RESTAURANTE,"DE R$ 3.800,00 A R$ 7.600,00",44.0,-25.43949676,-49.27329882,2
SERVICO,"DE R$ 3.800,00 A R$ 7.600,00",41.0,-15.799965,-48.062995,2
VAREJO,"DE R$ 1.900,00 A R$ 3.800,00",48.0,-25.431374,-49.3442396,2
RESTAURANTE,"DE R$ 1.900,00 A R$ 3.800,00",45.0,-27.2106045,-53.61380033,2
RESTAURANTE,"DE R$ 1.900,00 A R$ 3.800,00",50.0,-8.10109,-34.96553,2
SERVICO,"DE R$ 1.900,00 A R$ 3.800,00",46.0,,,2
VAREJO,"DE R$ 1.900,00 A R$ 3.800,00",40.0,-27.09149032,-52.62007742,2
SERVICO,"DE R$ 1.900,00 A R$ 3.800,00",69.0,,,2
M.O.T.O.,"DE R$ 788,00 A R$ 1.140,00",56.0,-18.20622651,-45.22303222,2
RESTAURANTE,"DE R$ 1.900,00 A R$ 3.800,00",50.0,-25.47362854,-49.29398167,2
RESTAURANTE,"DE R$ 1.900,00 A R$ 3.800,00",40.0,-6.53007,-49.85178,2
RESTAURANTE,"DE R$ 3.800,00 A R$ 7.600,00",58.0,-22.89219,-43.4454,2
SUPERMERCADOS,"DE R$ 788,00 A R$ 1.140,00",71.0,-18.73896699,-44.42747301,2
SERVICO,"DE R$ 1.900,00 A R$ 3.800,00",72.0,-11.72545034,-61.76097017,2
RESTAURANTE,"DE R$ 1.900,00 A R$ 3.800,00",74.0,,,2
POSTO DE GAS,"DE R$ 1.900,00 A R$ 3.800,00",59.0,-22.51686629,-43.18967968,2
VAREJO,"DE R$ 788,00 A R$ 1.140,00",84.0,,,2
SERVICO,"DE R$ 788,00 A R$ 1.140,00",33.0,-10.525,-62.643889,2
VAREJO,"DE R$ 788,00 A R$ 1.140,00",37.0,-2.573931059,-49.50401089,2
RESTAURANTE,"DE R$ 788,00 A R$ 1.140,00",66.0,-29.41336463,-53.02325707,2
SUPERMERCADOS,"DE R$ 788,00 A R$ 1.140,00",96.0,-25.61219331,-49.16690811,2
RESTAURANTE,"DE R$ 3.800,00 A R$ 7.600,00",65.0,-21.21323229,-50.44419833,2
RESTAURANTE,"DE R$ 1.900,00 A R$ 3.800,00",75.0,-21.2878205,-50.3373495,2
RESTAURANTE,"DE R$ 1.900,00 A R$ 3.800,00",45.0,-23.62354455,-46.79676636,2
RESTAURANTE,"DE R$ 788,00 A R$ 1.140,00",63.0,-21.59218345,-50.59648724,2
RESTAURANTE,"DE R$ 788,00 A R$ 1.140,00",71.0,-25.65593268,-49.18632088,2
RESTAURANTE,"DE R$ 1.900,00 A R$ 3.800,00",68.0,-21.067735,-50.14835558,2
SERVICO,"MAIOR QUE R$ 7.600,00",40.0,-21.53375411,-42.63761147,2
SERVICO,"DE R$ 788,00 A R$ 1.140,00",48.0,-14.52784,-49.13341,2
SERVICO,"DE R$ 1.900,00 A R$ 3.800,00",42.0,-16.6765673,-49.25440716,2
POSTO DE GAS,"DE R$ 3.800,00 A R$ 7.600,00",45.0,-25.45972706,-49.20334441,2
SUPERMERCADOS,"DE R$ 788,00 A R$ 1.140,00",86.0,-8.353801667,-36.69744389,2
POSTO DE GAS,"DE R$ 3.800,00 A R$ 7.600,00",54.0,-21.80379125,-43.3990475,2
RESTAURANTE,"DE R$ 1.900,00 A R$ 3.800,00",48.0,-29.2975,-51.503611,2
SERVICO,"DE R$ 788,00 A R$ 1.140,00",35.0,-1.272176535,-47.92141013,2
POSTO DE GAS,"DE R$ 788,00 A R$ 1.140,00",68.0,-1.759722,-46.545,2
POSTO DE GAS,"DE R$ 1.900,00 A R$ 3.800,00",43.0,-2.920278,-39.915,2
RESTAURANTE,"DE R$ 1.900,00 A R$ 3.800,00",50.0,-25.53736,-49.21307,2
VAREJO,"DE R$ 788,00 A R$ 1.140,00",91.0,-0.413889,-65.019167,2
SERVICO,"DE R$ 1.900,00 A R$ 3.800,00",55.0,-23.59802191,-46.47855636,2
RESTAURANTE,"DE R$ 3.800,00 A R$ 7.600,00",54.0,-22.9634822,-43.177844,2
RESTAURANTE,"DE R$ 1.900,00 A R$ 3.800,00",41.0,-16.25210339,-47.93353317,2
VAREJO,"DE R$ 1.900,00 A R$ 3.800,00",48.0,,,2
RESTAURANTE,"DE R$ 1.900,00 A R$ 3.800,00",47.0,-5.086291842,-42.81107803,2
SERVICO,"DE R$ 788,00 A R$ 1.140,00",48.0,-4.044481818,-40.86517364,2
POSTO DE GAS,"DE R$ 788,00 A R$ 1.140,00",98.0,-9.385100429,-37.99947529,2
SERVICO,"DE R$ 1.900,00 A R$ 3.800,00",47.0,-18.15937286,-47.92889619,2
RESTAURANTE,"DE R$ 788,00 A R$ 1.140,00",76.0,-16.68509854,-49.24260585,2
RESTAURANTE,"DE R$ 788,00 A R$ 1.140,00",87.0,,,2
FARMACIAS,"DE R$ 788,00 A R$ 1.140,00",34.0,-10.401944,-65.326667,2
RESTAURANTE,"DE R$ 788,00 A R$ 1.140,00",47.0,,,2
SUPERMERCADOS,"DE R$ 1.900,00 A R$ 3.800,00",39.0,-3.743842394,-38.4950914,2
POSTO DE GAS,"DE R$ 788,00 A R$ 1.140,00",62.0,,,2
RESTAURANTE,"DE R$ 1.900,00 A R$ 3.800,00",43.0,,,2
RESTAURANTE,"DE R$ 1.900,00 A R$ 3.800,00",45.0,,,2
SUPERMERCADOS,"DE R$ 1.900,00 A R$ 3.800,00",43.0,-21.79708563,-54.55368063,2
VAREJO,"DE R$ 788,00 A R$ 1.140,00",49.0,,,2
VAREJO,"DE R$ 788,00 A R$ 1.140,00",44.0,-23.10226077,-55.23331385,2
VAREJO,"DE R$ 788,00 A R$ 1.140,00",85.0,,,2
SUPERMERCADOS,"DE R$ 788,00 A R$ 1.140,00",92.0,-22.85293702,-54.60693,2
RESTAURANTE,"DE R$ 1.900,00 A R$ 3.800,00",34.0,-11.803611,-61.803333,2
HOTEIS,"DE R$ 788,00 A R$ 1.140,00",40.0,-4.561667,-37.769722,2
RESTAURANTE,"DE R$ 788,00 A R$ 1.140,00",72.0,-25.33433688,-49.2655,2
SUPERMERCADOS,"DE R$ 788,00 A R$ 1.140,00",47.0,,,2
POSTO DE GAS,"DE R$ 1.900,00 A R$ 3.800,00",40.0,-22.21702273,-54.81451364,2
RESTAURANTE,"DE R$ 788,00 A R$ 1.140,00",43.0,-3.809299464,-38.58678,2
RESTAURANTE,"DE R$ 1.900,00 A R$ 3.800,00",50.0,-14.94895925,-46.23272638,2
RESTAURANTE,"DE R$ 1.900,00 A R$ 3.800,00",34.0,-1.525243158,-52.57311974,2
FARMACIAS,"DE R$ 1.900,00 A R$ 3.800,00",43.0,-30.14443583,-51.21439708,2
VAREJO,"DE R$ 3.800,00 A R$ 7.600,00",51.0,-23.55844,-46.65375,2
SERVICO,"DE R$ 1.900,00 A R$ 3.800,00",101.0,-17.21826783,-46.87763087,2
LOJA DE DEPART,"DE R$ 3.800,00 A R$ 7.600,00",40.0,,,2
POSTO DE GAS,"DE R$ 3.800,00 A R$ 7.600,00",59.0,-22.87818746,-43.35494953,2
SUPERMERCADOS,"DE R$ 1.900,00 A R$ 3.800,00",42.0,-17.22214385,-46.87244692,2
SERVICO,"DE R$ 1.900,00 A R$ 3.800,00",45.0,-30.86921591,-55.48122955,2
RESTAURANTE,"DE R$ 3.800,00 A R$ 7.600,00",44.0,-23.6715,-46.59636049,2
FARMACIAS,"DE R$ 1.900,00 A R$ 3.800,00",52.0,-17.53651511,-39.76122596,2
SUPERMERCADOS,"DE R$ 1.900,00 A R$ 3.800,00",40.0,-16.36006857,-49.50422265,2
SERVICO,"DE R$ 1.900,00 A R$ 3.800,00",45.0,-12.87916,-38.4125,2
TRANS FINANC,"DE R$ 1.900,00 A R$ 3.800,00",44.0,,,2
FARMACIAS,"DE R$ 788,00 A R$ 1.140,00",85.0,-25.66937176,-49.30819706,2
POSTO DE GAS,"DE R$ 788,00 A R$ 1.140,00",65.0,-25.49622778,-49.22107556,2
RESTAURANTE,"DE R$ 1.900,00 A R$ 3.800,00",33.0,-1.44838,-48.46908,2
SERVICO,"DE R$ 1.900,00 A R$ 3.800,00",43.0,-16.40193071,-49.22155762,2
SERVICO,"DE R$ 3.800,00 A R$ 7.600,00",47.0,-12.9192,-38.495694,2
M.O.T.O.,"DE R$ 788,00 A R$ 1.140,00",59.0,-21.933611,-42.608611,2
POSTO DE GAS,"DE R$ 1.900,00 A R$ 3.800,00",76.0,-25.36626,-49.30601,2
RESTAURANTE,"DE R$ 1.900,00 A R$ 3.800,00",88.0,-20.80184,-50.18854,2
RESTAURANTE,"DE R$ 1.900,00 A R$ 3.800,00",90.0,-20.80012261,-50.1920813,2
RESTAURANTE,"DE R$ 788,00 A R$ 1.140,00",67.0,-9.831028857,-48.72586114,2
RESTAURANTE,"DE R$ 788,00 A R$ 1.140,00",43.0,-23.66934108,-46.79650162,2
VAREJO,"DE R$ 1.900,00 A R$ 3.800,00",68.0,-21.23104234,-50.46839756,2
FARMACIAS,"DE R$ 1.900,00 A R$ 3.800,00",66.0,-21.20800146,-50.40900951,2
SERVICO,"DE R$ 1.900,00 A R$ 3.800,00",52.0,-25.48701,-49.2515,2
AUTO PECAS,"DE R$ 1.900,00 A R$ 3.800,00",56.0,-22.88092429,-43.30132143,2
SUPERMERCADOS,"DE R$ 1.900,00 A R$ 3.800,00",44.0,-20.77451517,-51.70143586,2
RESTAURANTE,"DE R$ 1.900,00 A R$ 3.800,00",52.0,,,2
SERVICO,"DE R$ 1.900,00 A R$ 3.800,00",72.0,-21.19049889,-50.45819833,2
AUTO PECAS,"DE R$ 1.900,00 A R$ 3.800,00",40.0,-3.095014265,-59.99955118,2
SERVICO,"DE R$ 1.900,00 A R$ 3.800,00",32.0,-3.140408605,-60.00398388,2
RESTAURANTE,"DE R$ 1.900,00 A R$ 3.800,00",63.0,-21.24209056,-50.6494,2
FARMACIAS,"DE R$ 788,00 A R$ 1.140,00",43.0,-1.053611,-46.765556,2
VAREJO,"DE R$ 788,00 A R$ 1.140,00",55.0,-4.046756667,-38.63291917,2
RESTAURANTE,"DE R$ 3.800,00 A R$ 7.600,00",43.0,,,2
RESTAURANTE,"DE R$ 3.800,00 A R$ 7.600,00",54.0,-13.00635,-38.51969,2
POSTO DE GAS,"DE R$ 1.900,00 A R$ 3.800,00",35.0,,,2
VAREJO,"DE R$ 788,00 A R$ 1.140,00",65.0,-22.37337,-54.51161,2
SERVICO,"DE R$ 1.900,00 A R$ 3.800,00",44.0,,,2
SUPERMERCADOS,"DE R$ 1.900,00 A R$ 3.800,00",47.0,-12.9980917,-38.52106253,2
SERVICO,"DE R$ 788,00 A R$ 1.140,00",51.0,-16.31729082,-50.90658,2
SERVICO,"DE R$ 788,00 A R$ 1.140,00",62.0,-27.65479835,-54.43355429,2
FARMACIAS,"DE R$ 788,00 A R$ 1.140,00",33.0,-6.53007,-49.85178,2
FARMACIAS,"DE R$ 3.800,00 A R$ 7.600,00",63.0,-21.18948,-47.75966,2
RESTAURANTE,"DE R$ 1.900,00 A R$ 3.800,00",57.0,,,2
SERVICO,"DE R$ 1.900,00 A R$ 3.800,00",42.0,-30.01825,-51.11138,2
SERVICO,"DE R$ 788,00 A R$ 1.140,00",63.0,-11.968056,-61.954167,2
SERVICO,"DE R$ 1.900,00 A R$ 3.800,00",46.0,-28.516944,-53.992222,2
SUPERMERCADOS,"DE R$ 1.900,00 A R$ 3.800,00",48.0,-22.21993769,-54.78255619,2
SERVICO,"DE R$ 3.800,00 A R$ 7.600,00",48.0,-19.81056452,-43.98688161,2
SERVICO,"DE R$ 788,00 A R$ 1.140,00",44.0,-28.54571,-54.55001,2
LOJA DE DEPART,"DE R$ 1.900,00 A R$ 3.800,00",47.0,-29.450833,-51.306389,2
LOJA DE DEPART,"DE R$ 1.900,00 A R$ 3.800,00",,-21.40408,-50.47534,2
SERVICO,"DE R$ 1.900,00 A R$ 3.800,00",41.0,-20.53341,-54.65985333,2
SERVICO,"DE R$ 1.900,00 A R$ 3.800,00",60.0,,,2
SERVICO,"DE R$ 1.900,00 A R$ 3.800,00",54.0,-10.17323076,-59.45678411,2
SUPERMERCADOS,"DE R$ 1.900,00 A R$ 3.800,00",57.0,-19.94674,-43.92932,2
SERVICO,"DE R$ 1.900,00 A R$ 3.800,00",50.0,-16.06286,-57.66863,2
SERVICO,"DE R$ 1.900,00 A R$ 3.800,00",33.0,-3.048029,-59.939682,2
VESTUARIO,"DE R$ 1.900,00 A R$ 3.800,00",77.0,,,2
SERVICO,"DE R$ 1.900,00 A R$ 3.800,00",42.0,-3.832576667,-38.50225444,2
SERVICO,"DE R$ 1.900,00 A R$ 3.800,00",39.0,-7.194496,-48.209066,2
POSTO DE GAS,"DE R$ 1.900,00 A R$ 3.800,00",40.0,-20.30287644,-56.06586644,2
VAREJO,"DE R$ 3.800,00 A R$ 7.600,00",66.0,-21.20373133,-50.45614467,2
VESTUARIO,"DE R$ 3.800,00 A R$ 7.600,00",51.0,-27.82603831,-50.36354719,2
VESTUARIO,"DE R$ 788,00 A R$ 1.140,00",33.0,-6.075343548,-49.90015774,2
RESTAURANTE,"DE R$ 1.900,00 A R$ 3.800,00",48.0,-29.76441891,-51.09413563,2
VAREJO,"MAIOR QUE R$ 7.600,00",53.0,-22.984139,-43.2270785,2
RESTAURANTE,"DE R$ 1.900,00 A R$ 3.800,00",63.0,-21.29224424,-50.34511186,2
SERVICO,"DE R$ 1.900,00 A R$ 3.800,00",65.0,-21.20015692,-50.45246,2
SERVICO,"DE R$ 788,00 A R$ 1.140,00",45.0,-2.000274242,-47.94805091,2
SERVICO,"DE R$ 1.900,00 A R$ 3.800,00",61.0,-22.14031043,-51.40195196,2
SERVICO,"DE R$ 1.900,00 A R$ 3.800,00",40.0,-4.84758,-37.78439,3
ARTIGOS ELETRO,"DE R$ 788,00 A R$ 1.140,00",42.0,-5.033333,-44.441667,3
ARTIGOS ELETRO,"DE R$ 788,00 A R$ 1.140,00",63.0,-18.45146965,-43.74177915,3
ARTIGOS ELETRO,"DE R$ 1.900,00 A R$ 3.800,00",34.0,-4.946685556,-48.39730667,3
SERVICO,"DE R$ 1.900,00 A R$ 3.800,00",57.0,-30.51519979,-53.49248021,3
SERVICO,"DE R$ 3.800,00 A R$ 7.600,00",,-22.895562,-43.278422,3
VAREJO,"DE R$ 788,00 A R$ 1.140,00",56.0,-17.56342432,-54.75659811,3
ARTIGOS ELETRO,"DE R$ 788,00 A R$ 1.140,00",32.0,-4.450312,-49.119106,3
SERVICO,"DE R$ 788,00 A R$ 1.140,00",39.0,,,3
SERVICO,"DE R$ 788,00 A R$ 1.140,00",96.0,-23.9307481,-46.40022069,3
M.O.T.O.,"DE R$ 788,00 A R$ 1.140,00",40.0,-1.518465122,-48.04722268,3
SERVICO,"DE R$ 1.900,00 A R$ 3.800,00",54.0,-16.36571393,-39.59195206,3
HOSP E CLINICA,"DE R$ 1.900,00 A R$ 3.800,00",44.0,-12.87786,-38.29607,3
SERVICO,"DE R$ 1.900,00 A R$ 3.800,00",45.0,-28.39927404,-53.91231096,3
VAREJO,"DE R$ 1.900,00 A R$ 3.800,00",39.0,-16.74586719,-49.25286063,3
HOSP E CLINICA,"DE R$ 1.900,00 A R$ 3.800,00",45.0,-16.41639594,-39.09442149,3
M.O.T.O.,"DE R$ 1.900,00 A R$ 3.800,00",34.0,-3.068549424,-60.00640705,3
SERVICO,"DE R$ 3.800,00 A R$ 7.600,00",55.0,-22.89136796,-43.25829735,3
SERVICO,"DE R$ 3.800,00 A R$ 7.600,00",54.0,,,3
ARTIGOS ELETRO,"DE R$ 3.800,00 A R$ 7.600,00",48.0,-25.64468046,-49.33740557,3
SERVICO,"DE R$ 1.900,00 A R$ 3.800,00",36.0,,,3
VAREJO,"DE R$ 1.900,00 A R$ 3.800,00",50.0,-14.79419,-39.03678,3
ARTIGOS ELETRO,"DE R$ 3.800,00 A R$ 7.600,00",44.0,-20.931944,-54.961389,3
SERVICO,"DE R$ 3.800,00 A R$ 7.600,00",61.0,-22.80773374,-43.58830231,3
SERVICO,"DE R$ 788,00 A R$ 1.140,00",37.0,-3.760596662,-47.50568126,3
M.O.T.O.,"DE R$ 3.800,00 A R$ 7.600,00",60.0,-25.47298781,-49.28580625,3
SERVICO,"DE R$ 3.800,00 A R$ 7.600,00",48.0,,,3
SERVICO,"DE R$ 788,00 A R$ 1.140,00",44.0,-29.64142,-51.01666,3
SEM RAMO,"DE R$ 3.800,00 A R$ 7.600,00",44.0,-30.0503,-52.90264,3
M.O.T.O.,"DE R$ 788,00 A R$ 1.140,00",45.0,-14.72783,-56.33691,3
SERVICO,"DE R$ 3.800,00 A R$ 7.600,00",46.0,-25.41391545,-49.30149545,3
RESTAURANTE,"DE R$ 1.900,00 A R$ 3.800,00",47.0,-14.67362,-39.37320308,3
SERVICO,"DE R$ 1.900,00 A R$ 3.800,00",44.0,,,3
SERVICO,"DE R$ 3.800,00 A R$ 7.600,00",48.0,-12.94836,-38.46522,3
SERVICO,"DE R$ 1.900,00 A R$ 3.800,00",45.0,-8.112325102,-34.95513776,3
SERVICO,"DE R$ 1.900,00 A R$ 3.800,00",44.0,-21.48140789,-56.14206079,3
ARTIGOS ELETRO,"DE R$ 3.800,00 A R$ 7.600,00",67.0,-23.45788,-46.49461,3
SEM RAMO,"DE R$ 788,00 A R$ 1.140,00",51.0,-23.5206871,-46.70862581,3
M.O.T.O.,"DE R$ 1.900,00 A R$ 3.800,00",43.0,-15.83866,-48.017475,3
LOJA DE DEPART,"DE R$ 1.900,00 A R$ 3.800,00",34.0,-22.807068,-47.23164,3
SERVICO,"DE R$ 3.800,00 A R$ 7.600,00",56.0,-22.81831,-43.03413,3
SERVICO,"DE R$ 3.800,00 A R$ 7.600,00",44.0,-12.96295797,-38.46065165,3
SERVICO,"DE R$ 788,00 A R$ 1.140,00",40.0,-22.08101308,-54.79546341,3
SERVICO,"DE R$ 3.800,00 A R$ 7.600,00",56.0,-22.88694,-43.55582,3
FARMACIAS,"DE R$ 788,00 A R$ 1.140,00",41.0,-3.04793,-59.92116,3
SERVICO,"DE R$ 3.800,00 A R$ 7.600,00",87.0,-23.57023205,-46.75698712,3
SERVICO,"DE R$ 788,00 A R$ 1.140,00",47.0,-8.009295789,-34.84403263,3
FARMACIAS,"DE R$ 788,00 A R$ 1.140,00",58.0,-19.953905,-44.04876,3
POSTO DE GAS,"DE R$ 3.800,00 A R$ 7.600,00",45.0,,,3
SERVICO,"DE R$ 1.900,00 A R$ 3.800,00",41.0,,,3
FARMACIAS,"DE R$ 1.900,00 A R$ 3.800,00",62.0,-29.7868175,-55.8062935,3
SERVICO,"DE R$ 788,00 A R$ 1.140,00",40.0,,,3
RESTAURANTE,"DE R$ 1.900,00 A R$ 3.800,00",41.0,-18.030068,-49.37332,3
SERVICO,"DE R$ 1.900,00 A R$ 3.800,00",35.0,-26.35983,-48.81295,3
SERVICO,"DE R$ 3.800,00 A R$ 7.600,00",65.0,-25.344689,-49.24723,3
SUPERMERCADOS,"DE R$ 1.900,00 A R$ 3.800,00",45.0,-16.4574914,-51.11438907,3
SERVICO,"DE R$ 1.900,00 A R$ 3.800,00",34.0,-8.803975854,-50.4133378,3
RESTAURANTE,"DE R$ 1.900,00 A R$ 3.800,00",44.0,-32.55777,-53.37598,3
FARMACIAS,"DE R$ 1.900,00 A R$ 3.800,00",34.0,-10.88482129,-61.91827903,3
SUPERMERCADOS,"DE R$ 1.900,00 A R$ 3.800,00",35.0,-3.076494612,-59.97126976,3
SUPERMERCADOS,"DE R$ 1.900,00 A R$ 3.800,00",97.0,-26.07428348,-53.06200043,3
VAREJO,"DE R$ 788,00 A R$ 1.140,00",86.0,-7.651944,-40.148889,3
SERVICO,"DE R$ 3.800,00 A R$ 7.600,00",,-22.8593387,-43.26187913,3
SERVICO,"DE R$ 1.900,00 A R$ 3.800,00",45.0,-31.77558,-52.35413,3
ARTIGOS ELETRO,"MAIOR QUE R$ 7.600,00",90.0,-22.7771928,-43.35334421,3
SUPERMERCADOS,"DE R$ 788,00 A R$ 1.140,00",94.0,-22.87109879,-43.29778663,3
SUPERMERCADOS,"DE R$ 1.900,00 A R$ 3.800,00",46.0,-7.890995,-40.08247,3
RESTAURANTE,"DE R$ 3.800,00 A R$ 7.600,00",55.0,-20.67305,-40.50677,3
VAREJO,"DE R$ 1.900,00 A R$ 3.800,00",38.0,-16.691915,-49.408915,3
POSTO DE GAS,"DE R$ 3.800,00 A R$ 7.600,00",64.0,-23.40634182,-46.51892182,3
SERVICO,"DE R$ 3.800,00 A R$ 7.600,00",62.0,-23.5651934,-46.61740196,3
SERVICO,"DE R$ 3.800,00 A R$ 7.600,00",57.0,-22.92506,-43.18187,3
FARMACIAS,"DE R$ 1.900,00 A R$ 3.800,00",39.0,-20.5003275,-54.65268625,3
VAREJO,"DE R$ 1.900,00 A R$ 3.800,00",48.0,-16.170278,-42.290278,3
SERVICO,"DE R$ 1.900,00 A R$ 3.800,00",51.0,-7.58225,-40.50631,3
SERVICO,"DE R$ 1.900,00 A R$ 3.800,00",45.0,-9.940821667,-54.91223667,3
VAREJO,"DE R$ 3.800,00 A R$ 7.600,00",66.0,-22.5255,-43.733435,3
VAREJO,"DE R$ 1.900,00 A R$ 3.800,00",40.0,-16.75885591,-49.34924965,3
SERVICO,"DE R$ 788,00 A R$ 1.140,00",47.0,-5.704665936,-48.40600037,3
SERVICO,"DE R$ 788,00 A R$ 1.140,00",79.0,-15.99381103,-41.28545806,3
SERVICO,"MAIOR QUE R$ 7.600,00",44.0,-23.214722,-47.523889,3
