CONSUMO,RENDA,IDADE,LATITUDE,LONGITUDE,CLUSTER
SERVICO,"DE R$ 788,00 A R$ 1.140,00",42.0,-5.039293731,-42.46365194,0
SERVICO,"DE R$ 1.900,00 A R$ 3.800,00",33.0,-6.09816027,-49.89780855,0
SERVICO,"DE R$ 1.900,00 A R$ 3.800,00",55.0,-7.899704,-35.168006,0
SERVICO,"DE R$ 1.900,00 A R$ 3.800,00",48.0,-19.80690778,-43.97265667,0
SERVICO,"DE R$ 1.900,00 A R$ 3.800,00",47.0,-7.903231429,-35.18552143,0
VESTUARIO,"DE R$ 1.900,00 A R$ 3.800,00",47.0,,,0
SERVICO,"DE R$ 788,00 A R$ 1.140,00",46.0,,,0
SERVICO,"DE R$ 1.900,00 A R$ 3.800,00",56.0,-22.93189067,-42.49215733,0
SERVICO,"DE R$ 3.800,00 A R$ 7.600,00",43.0,-30.04020294,-51.21118725,0
SERVICO,"DE R$ 3.800,00 A R$ 7.600,00",60.0,-22.83079,-43.34607906,0
SERVICO,"DE R$ 3.800,00 A R$ 7.600,00",40.0,-16.68543417,-49.26244538,0
VESTUARIO,"DE R$ 1.900,00 A R$ 3.800,00",47.0,-7.582978871,-40.50130397,0
SERVICO,"DE R$ 3.800,00 A R$ 7.600,00",49.0,-19.86256385,-43.92907692,0
SERVICO,"DE R$ 788,00 A R$ 1.140,00",42.0,-9.067676393,-44.36169413,0
SERVICO,"DE R$ 788,00 A R$ 1.140,00",43.0,-12.24346489,-38.95638021,0
SERVICO,"DE R$ 3.800,00 A R$ 7.600,00",66.0,-23.43951,-46.51766,0
SERVICO,"DE R$ 1.900,00 A R$ 3.800,00",53.0,-13.2724579,-39.66086968,0
VESTUARIO,"DE R$ 788,00 A R$ 1.140,00",35.0,-8.15966,-70.76920329,0
SERVICO,"DE R$ 788,00 A R$ 1.140,00",36.0,-8.15966,-70.76920329,0
SERVICO,"DE R$ 1.900,00 A R$ 3.800,00",34.0,-9.96533416,-67.80015176,0
SERVICO,"DE R$ 1.900,00 A R$ 3.800,00",47.0,-12.23546132,-38.97014842,0
SERVICO,"DE R$ 1.900,00 A R$ 3.800,00",53.0,-12.26895601,-38.94769923,0
SERVICO,"DE R$ 788,00 A R$ 1.140,00",83.0,-23.104167,-55.225833,0
M.O.T.O.,"DE R$ 788,00 A R$ 1.140,00",42.0,-3.41,-39.030556,0
SERVICO,"DE R$ 1.900,00 A R$ 3.800,00",42.0,-5.31504,-48.22795,0
SUPERMERCADOS,"DE R$ 1.900,00 A R$ 3.800,00",43.0,-28.43058,-52.03467333,0
VESTUARIO,"DE R$ 3.800,00 A R$ 7.600,00",48.0,-25.56256,-49.33662705,0
VESTUARIO,"DE R$ 3.800,00 A R$ 7.600,00",48.0,-25.38521714,-49.21118657,0
SERVICO,"DE R$ 3.800,00 A R$ 7.600,00",52.0,-22.81364,-43.37708,0
SERVICO,"DE R$ 3.800,00 A R$ 7.600,00",47.0,,,0
SERVICO,"DE R$ 788,00 A R$ 1.140,00",79.0,-17.31294514,-48.28675865,0
ARTIGOS ELETRO,"DE R$ 1.900,00 A R$ 3.800,00",49.0,-18.100556,-54.551944,0
SERVICO,"DE R$ 1.900,00 A R$ 3.800,00",47.0,-16.34019748,-39.57726718,0
M.O.T.O.,"DE R$ 788,00 A R$ 1.140,00",49.0,-12.07890667,-41.09457667,0
VAREJO,"DE R$ 788,00 A R$ 1.140,00",69.0,-26.90987,-49.10948,0
VAREJO,"DE R$ 1.900,00 A R$ 3.800,00",64.0,-21.18591375,-50.44601125,0
M.O.T.O.,"DE R$ 788,00 A R$ 1.140,00",47.0,-30.15852818,-53.5664003,0
SUPERMERCADOS,"DE R$ 3.800,00 A R$ 7.600,00",43.0,-15.801355,-47.930245,0
VESTUARIO,"DE R$ 1.900,00 A R$ 3.800,00",45.0,-8.005587895,-34.91509474,0
VAREJO,"DE R$ 1.900,00 A R$ 3.800,00",70.0,-22.35349844,-48.78382831,0
SUPERMERCADOS,"DE R$ 788,00 A R$ 1.140,00",33.0,-8.16576,-70.76123,0
VESTUARIO,"DE R$ 1.900,00 A R$ 3.800,00",65.0,,,0
LOJA DE DEPART,"DE R$ 788,00 A R$ 1.140,00",30.0,-8.15966,-70.76920329,0
VAREJO,"DE R$ 3.800,00 A R$ 7.600,00",47.0,-23.59693273,-46.78494818,0
M.O.T.O.,"DE R$ 1.900,00 A R$ 3.800,00",88.0,-20.250922,-46.36503229,0
SERVICO,"DE R$ 1.900,00 A R$ 3.800,00",71.0,-21.5074,-50.32477,0
SERVICO,"DE R$ 788,00 A R$ 1.140,00",85.0,-21.63707714,-50.505475,0
M.O.T.O.,"DE R$ 1.900,00 A R$ 3.800,00",47.0,-10.92474671,-37.66146882,0
RESTAURANTE,"DE R$ 788,00 A R$ 1.140,00",90.0,-22.78854184,-43.37868674,0
M.O.T.O.,"DE R$ 788,00 A R$ 1.140,00",50.0,-7.576019923,-40.50049222,0
SERVICO,"DE R$ 788,00 A R$ 1.140,00",50.0,,,0
RESTAURANTE,"DE R$ 3.800,00 A R$ 7.600,00",45.0,-30.05180697,-51.18878515,0
VESTUARIO,"DE R$ 1.900,00 A R$ 3.800,00",50.0,-2.91495,-40.84206,0
VAREJO,"DE R$ 1.900,00 A R$ 3.800,00",47.0,-20.41112267,-42.891292,0
VAREJO,"DE R$ 3.800,00 A R$ 7.600,00",47.0,-1.35512,-48.38677,0
AUTO PECAS,"DE R$ 3.800,00 A R$ 7.600,00",70.0,-20.36590653,-40.38675891,0
RESTAURANTE,"DE R$ 788,00 A R$ 1.140,00",90.0,-16.42336854,-51.11920634,0
VAREJO,"DE R$ 3.800,00 A R$ 7.600,00",56.0,-19.94724851,-44.17192596,0
SERVICO,"DE R$ 1.900,00 A R$ 3.800,00",39.0,-16.3817,-49.48545,0
POSTO DE GAS,"DE R$ 1.900,00 A R$ 3.800,00",38.0,-3.05937,-59.94304,0
POSTO DE GAS,"DE R$ 788,00 A R$ 1.140,00",66.0,,,0
HOTEIS,"DE R$ 1.900,00 A R$ 3.800,00",42.0,-3.058266081,-59.93600554,0
FARMACIAS,"DE R$ 3.800,00 A R$ 7.600,00",44.0,-15.65385857,-56.13587243,0
RESTAURANTE,"DE R$ 788,00 A R$ 1.140,00",,-7.833056,-35.754722,0
RESTAURANTE,"DE R$ 788,00 A R$ 1.140,00",37.0,-3.766,-49.67686,0
RESTAURANTE,"DE R$ 788,00 A R$ 1.140,00",35.0,-0.9740625,-62.9194025,0
RESTAURANTE,"DE R$ 788,00 A R$ 1.140,00",47.0,,,0
SUPERMERCADOS,"DE R$ 1.900,00 A R$ 3.800,00",76.0,-20.62845,-51.10935,0
MAT CONSTRUCAO,"DE R$ 788,00 A R$ 1.140,00",43.0,-1.518177867,-48.0453876,0
VAREJO,"DE R$ 788,00 A R$ 1.140,00",69.0,-20.20390082,-50.93786689,0
M.O.T.O.,"DE R$ 1.900,00 A R$ 3.800,00",85.0,-20.638333,-51.109167,0
VAREJO,"DE R$ 1.900,00 A R$ 3.800,00",38.0,-13.647892,-57.906284,0
SUPERMERCADOS,"DE R$ 3.800,00 A R$ 7.600,00",46.0,-12.24091292,-38.97694958,0
RESTAURANTE,"DE R$ 1.900,00 A R$ 3.800,00",77.0,-25.41784921,-49.36041342,0
SUPERMERCADOS,"DE R$ 788,00 A R$ 1.140,00",42.0,,,0
POSTO DE GAS,"DE R$ 788,00 A R$ 1.140,00",79.0,,,0
RESTAURANTE,"DE R$ 1.900,00 A R$ 3.800,00",65.0,-20.685556,-50.554722,0
SUPERMERCADOS,"DE R$ 3.800,00 A R$ 7.600,00",59.0,-23.59923974,-46.87321406,0
RESTAURANTE,"DE R$ 1.900,00 A R$ 3.800,00",54.0,-20.78742351,-51.69713901,0
POSTO DE GAS,"DE R$ 788,00 A R$ 1.140,00",59.0,-7.95559,-36.20991,0
RESTAURANTE,"DE R$ 3.800,00 A R$ 7.600,00",38.0,,,0
VAREJO,"DE R$ 1.900,00 A R$ 3.800,00",66.0,-22.854722,-46.318333,0
VAREJO,"DE R$ 788,00 A R$ 1.140,00",43.0,-10.4841175,-37.18607469,0
VAREJO,"DE R$ 1.900,00 A R$ 3.800,00",49.0,-28.65448667,-51.746795,0
VAREJO,"DE R$ 1.900,00 A R$ 3.800,00",48.0,-10.20784,-36.83802,0
POSTO DE GAS,"DE R$ 788,00 A R$ 1.140,00",36.0,-1.391165211,-48.4215949,0
RESTAURANTE,"DE R$ 788,00 A R$ 1.140,00",38.0,-1.674167,-47.771111,0
VAREJO,"DE R$ 1.900,00 A R$ 3.800,00",42.0,-18.99498438,-50.54183313,0
VAREJO,"DE R$ 1.900,00 A R$ 3.800,00",42.0,-29.90965905,-51.18832043,0
SERVICO,"DE R$ 3.800,00 A R$ 7.600,00",41.0,-15.799965,-48.062995,0
FARMACIAS,"DE R$ 1.900,00 A R$ 3.800,00",41.0,-26.91275561,-48.66033463,0
SERVICO,"DE R$ 1.900,00 A R$ 3.800,00",46.0,,,0
RESTAURANTE,"DE R$ 1.900,00 A R$ 3.800,00",44.0,-31.75368785,-52.33391132,0
FARMACIAS,"DE R$ 1.900,00 A R$ 3.800,00",43.0,-8.098128378,-34.93444568,0
SERVICO,"DE R$ 3.800,00 A R$ 7.600,00",71.0,-25.44829167,-49.22869333,0
RESTAURANTE,"MAIOR QUE R$ 7.600,00",44.0,-3.035045322,-59.99400644,0
SUPERMERCADOS,"DE R$ 788,00 A R$ 1.140,00",42.0,-4.859099478,-43.37523942,0
RESTAURANTE,"DE R$ 3.800,00 A R$ 7.600,00",44.0,-8.054987796,-34.93445608,0
RESTAURANTE,"DE R$ 1.900,00 A R$ 3.800,00",40.0,-6.53007,-49.85178,0
RESTAURANTE,"DE R$ 788,00 A R$ 1.140,00",46.0,-1.674134448,-46.01423879,0
RESTAURANTE,"DE R$ 1.900,00 A R$ 3.800,00",47.0,-12.2683287,-38.92680007,0
SERVICO,"DE R$ 1.900,00 A R$ 3.800,00",72.0,-11.72545034,-61.76097017,0
SUPERMERCADOS,"DE R$ 3.800,00 A R$ 7.600,00",46.0,-25.49046526,-49.33383316,0
RESTAURANTE,"DE R$ 1.900,00 A R$ 3.800,00",74.0,,,0
RESTAURANTE,"DE R$ 1.900,00 A R$ 3.800,00",39.0,-26.26038091,-53.63311273,0
RESTAURANTE,"DE R$ 788,00 A R$ 1.140,00",35.0,-3.055260108,-59.93225805,0
RESTAURANTE,"DE R$ 1.900,00 A R$ 3.800,00",43.0,-15.22334097,-59.33789194,0
POSTO DE GAS,"DE R$ 1.900,00 A R$ 3.800,00",54.0,,,0
POSTO DE GAS,"DE R$ 1.900,00 A R$ 3.800,00",41.0,-15.56483,-56.08343667,0
FARMACIAS,"DE R$ 1.900,00 A R$ 3.800,00",54.0,-22.78869955,-43.32702139,0
RESTAURANTE,"DE R$ 1.900,00 A R$ 3.800,00",46.0,-29.13098557,-51.17823586,0
FARMACIAS,"DE R$ 1.900,00 A R$ 3.800,00",49.0,-28.46727269,-52.2100191,0
VAREJO,"DE R$ 788,00 A R$ 1.140,00",50.0,-18.73650613,-44.42932065,0
SERVICO,"DE R$ 3.800,00 A R$ 7.600,00",48.0,-23.75783822,-46.80838676,0
RESTAURANTE,"DE R$ 3.800,00 A R$ 7.600,00",38.0,-10.933333,-38.05,0
SERVICO,"MAIOR QUE R$ 7.600,00",40.0,-21.53375411,-42.63761147,0
POSTO DE GAS,"DE R$ 3.800,00 A R$ 7.600,00",45.0,-25.45972706,-49.20334441,0
RESTAURANTE,"DE R$ 1.900,00 A R$ 3.800,00",76.0,-21.066111,-50.147222,0
SUPERMERCADOS,"DE R$ 788,00 A R$ 1.140,00",86.0,-8.353801667,-36.69744389,0
SUPERMERCADOS,"DE R$ 788,00 A R$ 1.140,00",76.0,-0.993889,-46.723333,0
POSTO DE GAS,"DE R$ 3.800,00 A R$ 7.600,00",54.0,-21.80379125,-43.3990475,0
POSTO DE GAS,"DE R$ 788,00 A R$ 1.140,00",68.0,-1.759722,-46.545,0
POSTO DE GAS,"DE R$ 1.900,00 A R$ 3.800,00",43.0,-2.920278,-39.915,0
FARMACIAS,"DE R$ 3.800,00 A R$ 7.600,00",34.0,-3.037787333,-59.93034333,0
VAREJO,"DE R$ 788,00 A R$ 1.140,00",91.0,-0.413889,-65.019167,0
POSTO DE GAS,"MAIOR QUE R$ 7.600,00",43.0,,,0
SERVICO,"DE R$ 1.900,00 A R$ 3.800,00",54.0,-25.56081917,-49.181055,0
VAREJO,"DE R$ 1.900,00 A R$ 3.800,00",48.0,,,0
RESTAURANTE,"DE R$ 1.900,00 A R$ 3.800,00",47.0,-5.086291842,-42.81107803,0
SERVICO,"DE R$ 1.900,00 A R$ 3.800,00",42.0,-3.034748491,-59.94750547,0
RESTAURANTE,"DE R$ 3.800,00 A R$ 7.600,00",48.0,-9.442013077,-38.21366585,0
VAREJO,"DE R$ 1.900,00 A R$ 3.800,00",41.0,-17.82326,-50.595204,0
RESTAURANTE,"DE R$ 788,00 A R$ 1.140,00",39.0,-8.752222,-67.397778,0
RESTAURANTE,"DE R$ 788,00 A R$ 1.140,00",76.0,-16.68509854,-49.24260585,0
RESTAURANTE,"DE R$ 788,00 A R$ 1.140,00",87.0,-9.3736,-37.99536333,0
SERVICO,"DE R$ 1.900,00 A R$ 3.800,00",47.0,-12.65575,-39.10146,0
FARMACIAS,"DE R$ 3.800,00 A R$ 7.600,00",44.0,-12.91034063,-38.49685766,0
RESTAURANTE,"DE R$ 788,00 A R$ 1.140,00",87.0,,,0
SERVICO,"DE R$ 1.900,00 A R$ 3.800,00",43.0,-26.98353341,-48.64164795,0
RESTAURANTE,"DE R$ 1.900,00 A R$ 3.800,00",51.0,-25.47831,-49.32628,0
RESTAURANTE,"DE R$ 1.900,00 A R$ 3.800,00",43.0,,,0
POSTO DE GAS,"DE R$ 788,00 A R$ 1.140,00",43.0,-30.11813711,-51.96902339,0
POSTO DE GAS,"DE R$ 1.900,00 A R$ 3.800,00",36.0,-22.8267,-43.35398,0
SERVICO,"DE R$ 1.900,00 A R$ 3.800,00",46.0,-25.49177,-49.32517,0
SERVICO,"DE R$ 1.900,00 A R$ 3.800,00",63.0,-28.62682966,-56.01621889,0
VAREJO,"DE R$ 788,00 A R$ 1.140,00",44.0,-23.10226077,-55.23331385,0
RESTAURANTE,"DE R$ 3.800,00 A R$ 7.600,00",41.0,-16.01724,-47.98771,0
SUPERMERCADOS,"DE R$ 1.900,00 A R$ 3.800,00",64.0,-21.46781244,-49.94128888,0
SUPERMERCADOS,"DE R$ 788,00 A R$ 1.140,00",92.0,-22.85293702,-54.60693,0
SUPERMERCADOS,"DE R$ 3.800,00 A R$ 7.600,00",79.0,-21.43001565,-50.06232783,0
SUPERMERCADOS,"DE R$ 1.900,00 A R$ 3.800,00",43.0,-29.64918,-50.81253,0
VAREJO,"DE R$ 1.900,00 A R$ 3.800,00",64.0,,,0
SUPERMERCADOS,"DE R$ 788,00 A R$ 1.140,00",47.0,,,0
RESTAURANTE,"DE R$ 3.800,00 A R$ 7.600,00",49.0,-25.40226,-49.30239667,0
VAREJO,"DE R$ 788,00 A R$ 1.140,00",47.0,-23.53053356,-45.84237244,0
TRANS FINANC,"DE R$ 3.800,00 A R$ 7.600,00",64.0,-21.18834449,-47.83020769,0
VAREJO,"DE R$ 3.800,00 A R$ 7.600,00",51.0,-23.55844,-46.65375,0
RESTAURANTE,"DE R$ 788,00 A R$ 1.140,00",42.0,-27.248889,-53.035,0
RESTAURANTE,"DE R$ 3.800,00 A R$ 7.600,00",41.0,-22.93725,-43.33667,0
VAREJO,"DE R$ 3.800,00 A R$ 7.600,00",44.0,-30.10870935,-51.23428839,0
LOJA DE DEPART,"DE R$ 3.800,00 A R$ 7.600,00",40.0,,,0
RESTAURANTE,"DE R$ 788,00 A R$ 1.140,00",40.0,-6.522958349,-49.86066423,0
SUPERMERCADOS,"DE R$ 1.900,00 A R$ 3.800,00",42.0,-17.22214385,-46.87244692,0
RESTAURANTE,"DE R$ 1.900,00 A R$ 3.800,00",49.0,-9.87125,-38.8967,0
SERVICO,"DE R$ 1.900,00 A R$ 3.800,00",63.0,-28.636898,-53.102522,0
VAREJO,"DE R$ 788,00 A R$ 1.140,00",39.0,-6.394762273,-48.56233727,0
FARMACIAS,"DE R$ 1.900,00 A R$ 3.800,00",52.0,-17.53651511,-39.76122596,0
RESTAURANTE,"DE R$ 3.800,00 A R$ 7.600,00",55.0,-22.839845,-43.30145875,0
RESTAURANTE,"DE R$ 1.900,00 A R$ 3.800,00",43.0,-30.03835,-51.16228,0
SUPERMERCADOS,"DE R$ 1.900,00 A R$ 3.800,00",40.0,-16.36006857,-49.50422265,0
TRANS FINANC,"DE R$ 1.900,00 A R$ 3.800,00",44.0,-31.40329,-52.6876,0
POSTO DE GAS,"DE R$ 1.900,00 A R$ 3.800,00",47.0,-8.066427689,-34.88961183,0
POSTO DE GAS,"DE R$ 1.900,00 A R$ 3.800,00",44.0,-12.13037182,-44.97301792,0
RESTAURANTE,"DE R$ 1.900,00 A R$ 3.800,00",53.0,-19.55201235,-42.65630588,0
RESTAURANTE,"DE R$ 3.800,00 A R$ 7.600,00",45.0,-31.35857063,-54.08517829,0
RESTAURANTE,"DE R$ 1.900,00 A R$ 3.800,00",51.0,-27.77236845,-54.24993016,0
RESTAURANTE,"DE R$ 1.900,00 A R$ 3.800,00",90.0,-20.80012261,-50.1920813,0
RESTAURANTE,"DE R$ 788,00 A R$ 1.140,00",67.0,-9.831028857,-48.72586114,0
RESTAURANTE,"DE R$ 3.800,00 A R$ 7.600,00",48.0,-12.97661,-38.43164,0
RESTAURANTE,"DE R$ 788,00 A R$ 1.140,00",43.0,-23.66934108,-46.79650162,0
VAREJO,"DE R$ 3.800,00 A R$ 7.600,00",54.0,-22.89763,-43.30324,0
RESTAURANTE,"DE R$ 788,00 A R$ 1.140,00",46.0,-23.94159623,-46.29853805,0
VAREJO,"DE R$ 1.900,00 A R$ 3.800,00",68.0,-21.23104234,-50.46839756,0
RESTAURANTE,"DE R$ 3.800,00 A R$ 7.600,00",57.0,-22.88101636,-43.35970455,0
SERVICO,"DE R$ 1.900,00 A R$ 3.800,00",45.0,-27.64396731,-52.29559,0
SERVICO,"DE R$ 1.900,00 A R$ 3.800,00",52.0,-25.48701,-49.2515,0
RESTAURANTE,"DE R$ 1.900,00 A R$ 3.800,00",52.0,-15.64468677,-56.15433368,0
RESTAURANTE,"DE R$ 3.800,00 A R$ 7.600,00",64.0,,,0
RESTAURANTE,"DE R$ 1.900,00 A R$ 3.800,00",63.0,-21.24209056,-50.6494,0
VAREJO,"DE R$ 788,00 A R$ 1.140,00",55.0,-4.046756667,-38.63291917,0
VAREJO,"DE R$ 788,00 A R$ 1.140,00",54.0,-9.388611,-37.999167,0
RESTAURANTE,"DE R$ 788,00 A R$ 1.140,00",97.0,-21.456667,-43.5525,0
SERVICO,"DE R$ 1.900,00 A R$ 3.800,00",45.0,-31.77024778,-52.33371556,0
RESTAURANTE,"DE R$ 1.900,00 A R$ 3.800,00",36.0,-16.63365,-49.27376,0
RESTAURANTE,"DE R$ 1.900,00 A R$ 3.800,00",69.0,-22.2310222,-42.51976814,0
POSTO DE GAS,"DE R$ 3.800,00 A R$ 7.600,00",44.0,-30.05425831,-51.22404424,0
RESTAURANTE,"DE R$ 3.800,00 A R$ 7.600,00",45.0,-19.82696,-44.14462,0
VAREJO,"DE R$ 1.900,00 A R$ 3.800,00",51.0,-26.78084653,-50.98764112,0
SERVICO,"DE R$ 788,00 A R$ 1.140,00",62.0,-27.65479835,-54.43355429,0
FARMACIAS,"DE R$ 788,00 A R$ 1.140,00",,-21.260833,-50.642778,0
FARMACIAS,"DE R$ 788,00 A R$ 1.140,00",33.0,-6.53007,-49.85178,0
FARMACIAS,"DE R$ 3.800,00 A R$ 7.600,00",63.0,-21.18948,-47.75966,0
SUPERMERCADOS,"DE R$ 1.900,00 A R$ 3.800,00",34.0,-17.77732839,-50.92658806,0
SERVICO,"DE R$ 3.800,00 A R$ 7.600,00",58.0,-22.79731778,-43.17450444,0
VAREJO,"DE R$ 1.900,00 A R$ 3.800,00",43.0,,,0
SERVICO,"DE R$ 1.900,00 A R$ 3.800,00",47.0,-30.0783725,-51.19424625,0
RESTAURANTE,"DE R$ 788,00 A R$ 1.140,00",41.0,,,0
M.O.T.O.,"DE R$ 1.900,00 A R$ 3.800,00",33.0,-11.42601,-61.46354,0
FARMACIAS,"DE R$ 1.900,00 A R$ 3.800,00",58.0,,,0
SERVICO,"DE R$ 1.900,00 A R$ 3.800,00",46.0,-28.516944,-53.992222,0
VESTUARIO,"DE R$ 1.900,00 A R$ 3.800,00",50.0,,,0
VAREJO,"DE R$ 788,00 A R$ 1.140,00",62.0,-26.77447509,-51.01651566,0
SERVICO,"DE R$ 788,00 A R$ 1.140,00",44.0,-2.244444,-49.495833,0
SERVICO,"DE R$ 3.800,00 A R$ 7.600,00",48.0,-19.81056452,-43.98688161,0
SERVICO,"DE R$ 788,00 A R$ 1.140,00",44.0,-28.54571,-54.55001,0
SERVICO,"DE R$ 3.800,00 A R$ 7.600,00",53.0,-22.9108,-43.28717,0
SERVICO,"DE R$ 1.900,00 A R$ 3.800,00",67.0,-21.40201478,-50.47039435,0
SERVICO,"DE R$ 1.900,00 A R$ 3.800,00",54.0,-26.78527,-50.99822,0
SERVICO,"DE R$ 1.900,00 A R$ 3.800,00",60.0,,,0
SERVICO,"DE R$ 1.900,00 A R$ 3.800,00",54.0,-10.17323076,-59.45678411,0
SERVICO,"DE R$ 1.900,00 A R$ 3.800,00",56.0,-6.939364706,-49.70216941,0
SERVICO,"DE R$ 1.900,00 A R$ 3.800,00",45.0,-29.952816,-50.975296,0
SERVICO,"DE R$ 1.900,00 A R$ 3.800,00",45.0,,,0
SERVICO,"DE R$ 1.900,00 A R$ 3.800,00",39.0,-7.194496,-48.209066,0
VESTUARIO,"DE R$ 3.800,00 A R$ 7.600,00",51.0,-27.82603831,-50.36354719,0
VAREJO,"DE R$ 788,00 A R$ 1.140,00",47.0,,,0
SERVICO,"DE R$ 1.900,00 A R$ 3.800,00",59.0,-9.015278,-42.699444,0
SERVICO,"DE R$ 1.900,00 A R$ 3.800,00",65.0,-21.20015692,-50.45246,0
RESTAURANTE,"DE R$ 1.900,00 A R$ 3.800,00",48.0,-27.11577,-52.63414,0
SERVICO,"DE R$ 1.900,00 A R$ 3.800,00",40.0,-12.96105,-38.4803,0
SERVICO,"DE R$ 788,00 A R$ 1.140,00",91.0,-4.398163281,-59.59951915,0
SERVICO,"DE R$ 1.900,00 A R$ 3.800,00",84.0,-29.856667,-51.273889,0
RESTAURANTE,"DE R$ 1.900,00 A R$ 3.800,00",47.0,-27.07112745,-52.63693796,0
SERVICO,"DE R$ 1.900,00 A R$ 3.800,00",56.0,-21.12601214,-41.67657393,0
SERVICO,"DE R$ 788,00 A R$ 1.140,00",42.0,-13.42665,-49.13653,0
SERVICO,"DE R$ 1.900,00 A R$ 3.800,00",55.0,-22.95119689,-43.18059792,0
SERVICO,"DE R$ 1.900,00 A R$ 3.800,00",45.0,-14.80895375,-39.269175,0
SERVICO,"DE R$ 3.800,00 A R$ 7.600,00",,-22.92121333,-43.22841667,0
SERVICO,"DE R$ 1.900,00 A R$ 3.800,00",39.0,-17.83736659,-53.28043195,0
SERVICO,"DE R$ 1.900,00 A R$ 3.800,00",60.0,-21.21492765,-50.46803706,0
VAREJO,"DE R$ 1.900,00 A R$ 3.800,00",46.0,,,0
SERVICO,"DE R$ 1.900,00 A R$ 3.800,00",34.0,-3.818767476,-60.36596845,0
SERVICO,"DE R$ 3.800,00 A R$ 7.600,00",48.0,-19.84695,-43.94148,0
SERVICO,"DE R$ 788,00 A R$ 1.140,00",70.0,-28.872222,-52.175278,0
VAREJO,"DE R$ 1.900,00 A R$ 3.800,00",48.0,-27.10498609,-52.68190652,0
VAREJO,"DE R$ 1.900,00 A R$ 3.800,00",43.0,-20.4367017,-54.61768085,0
SERVICO,"DE R$ 1.900,00 A R$ 3.800,00",45.0,-27.07438195,-52.61200659,0
RESTAURANTE,"DE R$ 1.900,00 A R$ 3.800,00",43.0,-29.241111,-51.020278,0
SERVICO,"DE R$ 1.900,00 A R$ 3.800,00",62.0,-21.403979,-50.070632,0
VAREJO,"DE R$ 1.900,00 A R$ 3.800,00",48.0,-27.1132637,-52.61181268,0
VAREJO,"DE R$ 1.900,00 A R$ 3.800,00",55.0,-9.913594773,-36.35800409,0
VAREJO,"DE R$ 788,00 A R$ 1.140,00",40.0,-3.143491081,-58.44923811,0
VAREJO,"DE R$ 1.900,00 A R$ 3.800,00",36.0,-2.976645,-59.988095,0
VAREJO,"DE R$ 1.900,00 A R$ 3.800,00",44.0,-29.74181,-50.01485,0
VAREJO,"DE R$ 788,00 A R$ 1.140,00",43.0,-9.925278,-36.475833,0
SERVICO,"DE R$ 1.900,00 A R$ 3.800,00",45.0,-27.83918185,-50.3165337,0
SEM RAMO,"DE R$ 1.900,00 A R$ 3.800,00",45.0,-29.83783227,-51.12235909,0
VAREJO,"DE R$ 788,00 A R$ 1.140,00",39.0,,,0
VAREJO,"DE R$ 1.900,00 A R$ 3.800,00",74.0,-21.19578,-50.45213,0
M.O.T.O.,"DE R$ 1.900,00 A R$ 3.800,00",65.0,,,0
VAREJO,"DE R$ 1.900,00 A R$ 3.800,00",69.0,-24.16297778,-46.77837667,0
VAREJO,"DE R$ 1.900,00 A R$ 3.800,00",36.0,-1.510649294,-48.6889852,0
AGENCIA DE TUR,"DE R$ 3.800,00 A R$ 7.600,00",50.0,-27.79952358,-50.30412151,0
VAREJO,"DE R$ 788,00 A R$ 1.140,00",55.0,-9.925278,-36.475833,0
RESTAURANTE,"DE R$ 1.900,00 A R$ 3.800,00",34.0,-8.76552,-63.84912,0
SUPERMERCADOS,"DE R$ 1.900,00 A R$ 3.800,00",55.0,-21.01009,-40.831665,0
SERVICO,"DE R$ 1.900,00 A R$ 3.800,00",38.0,-4.57909625,-44.5902475,0
FARMACIAS,"DE R$ 1.900,00 A R$ 3.800,00",48.0,-27.62808223,-48.44779833,0
RESTAURANTE,"DE R$ 3.800,00 A R$ 7.600,00",59.0,-19.85885,-43.859876,0
FARMACIAS,"DE R$ 1.900,00 A R$ 3.800,00",47.0,-16.69155,-49.40947,0
POSTO DE GAS,"DE R$ 1.900,00 A R$ 3.800,00",65.0,-21.13315333,-51.0999331,0
RESTAURANTE,"DE R$ 1.900,00 A R$ 3.800,00",41.0,-29.42554468,-52.02547495,0
SUPERMERCADOS,"DE R$ 788,00 A R$ 1.140,00",32.0,-6.668991071,-69.86500661,0
SERVICO,"DE R$ 788,00 A R$ 1.140,00",81.0,,,0
POSTO DE GAS,"DE R$ 788,00 A R$ 1.140,00",63.0,,,0
VAREJO,"DE R$ 788,00 A R$ 1.140,00",39.0,-1.523333,-52.581667,0
HOSP E CLINICA,"DE R$ 1.900,00 A R$ 3.800,00",44.0,-14.87704367,-40.86510857,0
SERVICO,"DE R$ 1.900,00 A R$ 3.800,00",57.0,-23.60810945,-45.42761238,0
RESTAURANTE,"DE R$ 1.900,00 A R$ 3.800,00",39.0,-18.1845714,-47.95341952,0
M.O.T.O.,"DE R$ 3.800,00 A R$ 7.600,00",41.0,-26.243333,-48.638056,0
M.O.T.O.,"DE R$ 3.800,00 A R$ 7.600,00",56.0,-19.87173861,-44.00171,0
VESTUARIO,"DE R$ 1.900,00 A R$ 3.800,00",49.0,-26.92713,-50.69445,0
FARMACIAS,"DE R$ 1.900,00 A R$ 3.800,00",47.0,-9.925278,-36.475833,0
SERVICO,"DE R$ 788,00 A R$ 1.140,00",45.0,-13.019444,-42.698611,0
